t;Analityczne;MBE(stabline);MPE;MT
5.57;0.0250349;0.0248456;0.0254386;0.025248
5.58;0.0248235;0.0246353;0.0252245;0.0250349
5.59;0.0246138;0.0244266;0.0250121;0.0248235
5.6;0.0244059;0.0242197;0.0248014;0.0246139
5.61;0.0241997;0.0240145;0.0245925;0.0244059
5.62;0.0239951;0.023811;0.0243852;0.0241997
5.63;0.0237923;0.0236091;0.0241797;0.0239952
5.64;0.023591;0.0234089;0.0239758;0.0237923
5.65;0.0233915;0.0232103;0.0237736;0.0235911
5.66;0.0231936;0.0230134;0.023573;0.0233915
5.67;0.0229973;0.0228181;0.0233741;0.0231936
5.68;0.0228026;0.0226244;0.0231768;0.0229973
5.69;0.0226095;0.0224323;0.0229812;0.0228026
5.7;0.022418;0.0222418;0.0227871;0.0226095
5.71;0.022228;0.0220528;0.0225946;0.022418
5.72;0.0220397;0.0218654;0.0224037;0.0222281
5.73;0.0218528;0.0216795;0.0222143;0.0220397
5.74;0.0216675;0.0214952;0.0220265;0.0218529
5.75;0.0214838;0.0213124;0.0218403;0.0216676
5.76;0.0213015;0.0211311;0.0216556;0.0214838
5.77;0.0211208;0.0209513;0.0214723;0.0213015
5.78;0.0209415;0.020773;0.0212906;0.0211208
5.79;0.0207637;0.0205962;0.0211104;0.0209415
5.8;0.0205874;0.0204208;0.0209317;0.0207637
5.81;0.0204125;0.0202468;0.0207544;0.0205874
5.82;0.0202391;0.0200744;0.0205786;0.0204125
5.83;0.0200671;0.0199033;0.0204042;0.0202391
5.84;0.0198965;0.0197336;0.0202313;0.0200671
5.85;0.0197273;0.0195654;0.0200598;0.0198965
5.86;0.0195595;0.0193985;0.0198897;0.0197273
5.87;0.0193931;0.0192331;0.019721;0.0195595
5.88;0.0192281;0.019069;0.0195537;0.0193932
5.89;0.0190645;0.0189062;0.0193878;0.0192281
5.9;0.0189022;0.0187448;0.0192232;0.0190645
5.91;0.0187412;0.0185848;0.01906;0.0189022
5.92;0.0185816;0.018426;0.0188981;0.0187412
5.93;0.0184233;0.0182686;0.0187376;0.0185816
5.94;0.0182663;0.0181125;0.0185784;0.0184233
5.95;0.0181106;0.0179577;0.0184205;0.0182663
5.96;0.0179562;0.0178042;0.0182639;0.0181106
5.97;0.0178031;0.017652;0.0181087;0.0179562
5.98;0.0176512;0.017501;0.0179547;0.0178031
5.99;0.0175006;0.0173513;0.0178019;0.0176512
6;0.0173513;0.0172028;0.0176505;0.0175006
6.01;0.0172032;0.0170555;0.0175002;0.0173513
6.02;0.0170563;0.0169095;0.0173513;0.0172032
6.03;0.0169106;0.0167647;0.0172035;0.0170563
6.04;0.0167662;0.0166211;0.017057;0.0169106
6.05;0.0166229;0.0164787;0.0169117;0.0167662
6.06;0.0164809;0.0163375;0.0167676;0.0166229
6.07;0.01634;0.0161975;0.0166247;0.0164809
6.08;0.0162003;0.0160586;0.016483;0.01634
6.09;0.0160617;0.0159209;0.0163424;0.0162003
6.1;0.0159244;0.0157844;0.0162031;0.0160617
6.11;0.0157881;0.015649;0.0160649;0.0159244
6.12;0.015653;0.0155147;0.0159278;0.0157881
6.13;0.015519;0.0153815;0.0157918;0.015653
6.14;0.0153862;0.0152495;0.015657;0.015519
6.15;0.0152544;0.0151185;0.0155234;0.0153861
6.16;0.0151237;0.0149887;0.0153908;0.0152544
6.17;0.0149942;0.0148599;0.0152593;0.0151237
6.18;0.0148657;0.0147322;0.0151289;0.0149942
6.19;0.0147383;0.0146056;0.0149996;0.0148657
6.2;0.0146119;0.0144801;0.0148714;0.0147382
6.21;0.0144866;0.0143555;0.0147443;0.0146119
6.22;0.0143624;0.0142321;0.0146182;0.0144866
6.23;0.0142391;0.0141097;0.0144932;0.0143623
6.24;0.014117;0.0139883;0.0143692;0.0142391
6.25;0.0139958;0.0138679;0.0142462;0.0141169
6.26;0.0138756;0.0137485;0.0141243;0.0139958
6.27;0.0137565;0.0136301;0.0140033;0.0138756
6.28;0.0136384;0.0135127;0.0138834;0.0137565
6.29;0.0135212;0.0133963;0.0137645;0.0136383
6.3;0.013405;0.0132809;0.0136466;0.0135212
6.31;0.0132898;0.0131665;0.0135297;0.013405
6.32;0.0131756;0.013053;0.0134137;0.0132898
6.33;0.0130623;0.0129405;0.0132987;0.0131756
6.34;0.01295;0.0128289;0.0131847;0.0130623
6.35;0.0128386;0.0127182;0.0130716;0.01295
6.36;0.0127281;0.0126085;0.0129595;0.0128386
6.37;0.0126186;0.0124997;0.0128483;0.0127281
6.38;0.01251;0.0123919;0.012738;0.0126186
6.39;0.0124023;0.0122849;0.0126287;0.01251
6.4;0.0122955;0.0121788;0.0125203;0.0124023
6.41;0.0121896;0.0120737;0.0124128;0.0122955
6.42;0.0120846;0.0119694;0.0123062;0.0121896
6.43;0.0119805;0.011866;0.0122004;0.0120846
6.44;0.0118773;0.0117634;0.0120956;0.0119805
6.45;0.0117749;0.0116618;0.0119917;0.0118772
6.46;0.0116734;0.0115609;0.0118886;0.0117749
6.47;0.0115727;0.011461;0.0117864;0.0116734
6.48;0.0114729;0.0113619;0.011685;0.0115727
6.49;0.0113739;0.0112636;0.0115845;0.0114729
6.5;0.0112758;0.0111661;0.0114848;0.0113739
6.51;0.0111785;0.0110695;0.011386;0.0112758
6.52;0.011082;0.0109737;0.011288;0.0111785
6.53;0.0109863;0.0108787;0.0111908;0.011082
6.54;0.0108914;0.0107845;0.0110945;0.0109863
6.55;0.0107974;0.0106911;0.0109989;0.0108914
6.56;0.0107041;0.0105985;0.0109042;0.0107973
6.57;0.0106116;0.0105067;0.0108103;0.0107041
6.58;0.0105199;0.0104156;0.0107171;0.0106116
6.59;0.010429;0.0103253;0.0106247;0.0105199
6.6;0.0103388;0.0102358;0.0105331;0.0104289
6.61;0.0102494;0.0101471;0.0104423;0.0103388
6.62;0.0101607;0.0100591;0.0103523;0.0102494
6.63;0.0100728;0.00997181;0.010263;0.0101607
6.64;0.00998569;0.00988529;0.0101744;0.0100728
6.65;0.00989927;0.00979951;0.0100866;0.00998566
6.66;0.00981358;0.00971445;0.00999958;0.00989924
6.67;0.00972862;0.00963012;0.00991326;0.00981355
6.68;0.00964437;0.0095465;0.00982767;0.00972859
6.69;0.00956084;0.0094636;0.0097428;0.00964434
6.7;0.00947802;0.00938139;0.00965864;0.00956081
6.71;0.0093959;0.00929989;0.0095752;0.00947799
6.72;0.00931448;0.00921908;0.00949246;0.00939587
6.73;0.00923374;0.00913895;0.00941042;0.00931444
6.74;0.00915369;0.00905951;0.00932908;0.00923371
6.75;0.00907432;0.00898074;0.00924842;0.00915366
6.76;0.00899562;0.00890264;0.00916844;0.00907429
6.77;0.00891759;0.00882521;0.00908914;0.00899559
6.78;0.00884022;0.00874843;0.00901052;0.00891756
6.79;0.00876351;0.00867231;0.00893255;0.00884019
6.8;0.00868745;0.00859684;0.00885525;0.00876347
6.81;0.00861203;0.008522;0.0087786;0.00868741
6.82;0.00853726;0.00844781;0.0087026;0.008612
6.83;0.00846312;0.00837425;0.00862725;0.00853722
6.84;0.00838961;0.00830132;0.00855253;0.00846309
6.85;0.00831673;0.008229;0.00847845;0.00838958
6.86;0.00824446;0.00815731;0.00840499;0.00831669
6.87;0.00817281;0.00808623;0.00833216;0.00824443
6.88;0.00810178;0.00801575;0.00825995;0.00817278
6.89;0.00803134;0.00794587;0.00818834;0.00810174
6.9;0.0079615;0.00787659;0.00811735;0.00803131
6.91;0.00789226;0.0078079;0.00804696;0.00796147
6.92;0.00782361;0.0077398;0.00797716;0.00789223
6.93;0.00775555;0.00767228;0.00790796;0.00782358
6.94;0.00768806;0.00760534;0.00783935;0.00775551
6.95;0.00762115;0.00753897;0.00777132;0.00768803
6.96;0.00755481;0.00747317;0.00770387;0.00762112
6.97;0.00748903;0.00740793;0.00763699;0.00755477
6.98;0.00742382;0.00734324;0.00757068;0.007489
6.99;0.00735916;0.00727911;0.00750493;0.00742379
7;0.00729506;0.00721553;0.00743974;0.00735913
7.01;0.0072315;0.0071525;0.00737511;0.00729502
7.02;0.00716848;0.00709;0.00731103;0.00723146
7.03;0.007106;0.00702804;0.00724749;0.00716845
7.04;0.00704406;0.00696661;0.0071845;0.00710597
7.05;0.00698264;0.0069057;0.00712204;0.00704402
7.06;0.00692175;0.00684532;0.00706011;0.00698261
7.07;0.00686138;0.00678545;0.00699871;0.00692172
7.08;0.00680153;0.0067261;0.00693783;0.00686135
7.09;0.00674218;0.00666726;0.00687748;0.00680149
7.1;0.00668335;0.00660892;0.00681764;0.00674215
7.11;0.00662502;0.00655108;0.0067583;0.00668332
7.12;0.00656719;0.00649374;0.00669948;0.00662498
7.13;0.00650985;0.00643689;0.00664115;0.00656715
7.14;0.006453;0.00638053;0.00658333;0.00650981
7.15;0.00639664;0.00632465;0.006526;0.00645297
7.16;0.00634077;0.00626925;0.00646915;0.00639661
7.17;0.00628537;0.00621433;0.00641279;0.00634073
7.18;0.00623044;0.00615988;0.00635692;0.00628533
7.19;0.00617599;0.0061059;0.00630152;0.00623041
7.2;0.006122;0.00605238;0.0062466;0.00617596
7.21;0.00606848;0.00599932;0.00619214;0.00612197
7.22;0.00601542;0.00594672;0.00613815;0.00606845
7.23;0.00596281;0.00589457;0.00608462;0.00601538
7.24;0.00591065;0.00584287;0.00603155;0.00596277
7.25;0.00585894;0.00579162;0.00597894;0.00591061
7.26;0.00580767;0.0057408;0.00592677;0.0058589
7.27;0.00575685;0.00569042;0.00587505;0.00580764
7.28;0.00570646;0.00564048;0.00582377;0.00575681
7.29;0.0056565;0.00559097;0.00577294;0.00570642
7.3;0.00560697;0.00554188;0.00572253;0.00565647
7.31;0.00555787;0.00549322;0.00567256;0.00560694
7.32;0.00550919;0.00544497;0.00562302;0.00555784
7.33;0.00546093;0.00539715;0.0055739;0.00550916
7.34;0.00541308;0.00534973;0.00552521;0.00546089
7.35;0.00536565;0.00530272;0.00547693;0.00541305
7.36;0.00531862;0.00525612;0.00542906;0.00536561
7.37;0.005272;0.00520992;0.00538161;0.00531859
7.38;0.00522578;0.00516412;0.00533456;0.00527196
7.39;0.00517995;0.00511872;0.00528792;0.00522574
7.4;0.00513452;0.0050737;0.00524168;0.00517992
7.41;0.00508949;0.00502908;0.00519583;0.00513449
7.42;0.00504484;0.00498484;0.00515038;0.00508945
7.43;0.00500057;0.00494098;0.00510532;0.0050448
7.44;0.00495669;0.00489751;0.00506064;0.00500054
7.45;0.00491318;0.0048544;0.00501635;0.00495665
7.46;0.00487005;0.00481167;0.00497244;0.00491315
7.47;0.00482729;0.00476931;0.00492891;0.00487002
7.48;0.0047849;0.00472732;0.00488575;0.00482726
7.49;0.00474288;0.00468569;0.00484296;0.00478487
7.5;0.00470122;0.00464442;0.00480055;0.00474285
7.51;0.00465992;0.00460351;0.00475849;0.00470118
7.52;0.00461897;0.00456295;0.0047168;0.00465988
7.53;0.00457838;0.00452274;0.00467547;0.00461894
7.54;0.00453814;0.00448288;0.00463449;0.00457834
7.55;0.00449824;0.00444336;0.00459386;0.0045381
7.56;0.00445869;0.00440419;0.00455359;0.00449821
7.57;0.00441948;0.00436536;0.00451366;0.00445866
7.58;0.00438062;0.00432686;0.00447408;0.00441945
7.59;0.00434208;0.0042887;0.00443483;0.00438058
7.6;0.00430388;0.00425087;0.00439593;0.00434205
7.61;0.00426601;0.00421336;0.00435736;0.00430385
7.62;0.00422847;0.00417618;0.00431912;0.00426598
7.63;0.00419125;0.00413933;0.00428122;0.00422844
7.64;0.00415436;0.00410279;0.00424364;0.00419122
7.65;0.00411778;0.00406657;0.00420638;0.00415433
7.66;0.00408152;0.00403066;0.00416945;0.00411775
7.67;0.00404558;0.00399507;0.00413283;0.00408149
7.68;0.00400994;0.00395979;0.00409653;0.00404555
7.69;0.00397462;0.00392481;0.00406055;0.00400991
7.7;0.0039396;0.00389013;0.00402487;0.00397459
7.71;0.00390488;0.00385576;0.00398951;0.00393957
7.72;0.00387046;0.00382169;0.00395445;0.00390485
7.73;0.00383635;0.00378791;0.00391969;0.00387043
7.74;0.00380253;0.00375442;0.00388523;0.00383632
7.75;0.003769;0.00372123;0.00385107;0.00380249
7.76;0.00373576;0.00368833;0.0038172;0.00376897
7.77;0.00370281;0.00365571;0.00378363;0.00373573
7.78;0.00367015;0.00362337;0.00375035;0.00370278
7.79;0.00363777;0.00359132;0.00371736;0.00367012
7.8;0.00360567;0.00355954;0.00368465;0.00363774
7.81;0.00357385;0.00352805;0.00365222;0.00360564
7.82;0.0035423;0.00349682;0.00362008;0.00357382
7.83;0.00351103;0.00346587;0.00358821;0.00354227
7.84;0.00348003;0.00343519;0.00355662;0.003511
7.85;0.0034493;0.00340477;0.00352531;0.00348
7.86;0.00341884;0.00337462;0.00349426;0.00344928
7.87;0.00338864;0.00334473;0.00346349;0.00341881
7.88;0.00335871;0.00331511;0.00343298;0.00338862
7.89;0.00332903;0.00328574;0.00340273;0.00335868
7.9;0.00329962;0.00325663;0.00337275;0.00332901
7.91;0.00327046;0.00322777;0.00334303;0.00329959
7.92;0.00324155;0.00319916;0.00331356;0.00327043
7.93;0.00321289;0.0031708;0.00328435;0.00324152
7.94;0.00318449;0.00314269;0.0032554;0.00321286
7.95;0.00315633;0.00311483;0.00322669;0.00318446
7.96;0.00312841;0.00308721;0.00319824;0.0031563
7.97;0.00310074;0.00305982;0.00317003;0.00312838
7.98;0.00307331;0.00303268;0.00314206;0.00310071
7.99;0.00304612;0.00300578;0.00311434;0.00307328
8;0.00301916;0.00297911;0.00308686;0.00304609
8.01;0.00299244;0.00295267;0.00305962;0.00301914
8.02;0.00296596;0.00292647;0.00303262;0.00299242
8.03;0.0029397;0.00290049;0.00300585;0.00296593
8.04;0.00291367;0.00287474;0.00297931;0.00293967
8.05;0.00288787;0.00284922;0.002953;0.00291365
8.06;0.0028623;0.00282392;0.00292692;0.00288785
8.07;0.00283694;0.00279884;0.00290107;0.00286227
8.08;0.00281181;0.00277398;0.00287544;0.00283692
8.09;0.0027869;0.00274933;0.00285004;0.00281179
8.1;0.00276221;0.00272491;0.00282486;0.00278687
8.11;0.00273773;0.00270069;0.00279989;0.00276218
8.12;0.00271346;0.00267669;0.00277515;0.0027377
8.13;0.00268941;0.0026529;0.00275062;0.00271343
8.14;0.00266556;0.00262932;0.0027263;0.00268938
8.15;0.00264193;0.00260594;0.00270219;0.00266554
8.16;0.0026185;0.00258277;0.0026783;0.0026419
8.17;0.00259528;0.0025598;0.00265461;0.00261847
8.18;0.00257225;0.00253703;0.00263113;0.00259525
8.19;0.00254943;0.00251446;0.00260785;0.00257223
8.2;0.00252681;0.00249209;0.00258478;0.00254941
8.21;0.00250439;0.00246992;0.00256191;0.00252679
8.22;0.00248216;0.00244794;0.00253923;0.00250436
8.23;0.00246013;0.00242615;0.00251676;0.00248214
8.24;0.00243829;0.00240455;0.00249448;0.0024601
8.25;0.00241664;0.00238315;0.00247239;0.00243827
8.26;0.00239518;0.00236193;0.0024505;0.00241662
8.27;0.00237391;0.00234089;0.0024288;0.00239516
8.28;0.00235283;0.00232005;0.00240729;0.00237389
8.29;0.00233192;0.00229938;0.00238596;0.0023528
8.3;0.00231121;0.0022789;0.00236483;0.0023319
8.31;0.00229067;0.00225859;0.00234387;0.00231118
8.32;0.00227031;0.00223847;0.0023231;0.00229065
8.33;0.00225014;0.00221852;0.00230251;0.00227029
8.34;0.00223013;0.00219875;0.0022821;0.00225011
8.35;0.00221031;0.00217915;0.00226187;0.00223011
8.36;0.00219065;0.00215972;0.00224182;0.00221028
8.37;0.00217117;0.00214046;0.00222194;0.00219063
8.38;0.00215187;0.00212137;0.00220223;0.00217115
8.39;0.00213273;0.00210246;0.0021827;0.00215184
8.4;0.00211375;0.0020837;0.00216334;0.0021327
8.41;0.00209495;0.00206511;0.00214415;0.00211373
8.42;0.00207631;0.00204669;0.00212512;0.00209492
8.43;0.00205783;0.00202843;0.00210626;0.00207628
8.44;0.00203951;0.00201032;0.00208757;0.00205781
8.45;0.00202136;0.00199238;0.00206904;0.00203949
8.46;0.00200336;0.0019746;0.00205067;0.00202134
8.47;0.00198553;0.00195697;0.00203246;0.00200334
8.48;0.00196785;0.0019395;0.00201442;0.0019855
8.49;0.00195032;0.00192218;0.00199653;0.00196782
8.5;0.00193295;0.00190501;0.0019788;0.0019503
8.51;0.00191573;0.00188799;0.00196122;0.00193293
8.52;0.00189866;0.00187113;0.00194379;0.00191571
8.53;0.00188175;0.00185441;0.00192652;0.00189864
8.54;0.00186498;0.00183784;0.0019094;0.00188172
8.55;0.00184836;0.00182142;0.00189243;0.00186496
8.56;0.00183188;0.00180514;0.00187561;0.00184833
8.57;0.00181555;0.001789;0.00185894;0.00183186
8.58;0.00179936;0.00177301;0.00184241;0.00181553
8.59;0.00178332;0.00175716;0.00182603;0.00179934
8.6;0.00176742;0.00174145;0.00180979;0.0017833
8.61;0.00175165;0.00172587;0.0017937;0.00176739
8.62;0.00173603;0.00171044;0.00177774;0.00175163
8.63;0.00172054;0.00169514;0.00176193;0.00173601
8.64;0.00170519;0.00167997;0.00174625;0.00172052
8.65;0.00168997;0.00166494;0.00173071;0.00170517
8.66;0.00167489;0.00165004;0.00171531;0.00168995
8.67;0.00165994;0.00163528;0.00170005;0.00167487
8.68;0.00164513;0.00162064;0.00168491;0.00165992
8.69;0.00163044;0.00160614;0.00166991;0.00164511
8.7;0.00161588;0.00159176;0.00165505;0.00163042
8.71;0.00160145;0.0015775;0.00164031;0.00161586
8.72;0.00158715;0.00156338;0.0016257;0.00160143
8.73;0.00157298;0.00154938;0.00161122;0.00158713
8.74;0.00155892;0.0015355;0.00159687;0.00157296
8.75;0.001545;0.00152175;0.00158264;0.00155891
8.76;0.00153119;0.00150811;0.00156854;0.00154498
8.77;0.00151751;0.0014946;0.00155457;0.00153117
8.78;0.00150395;0.00148121;0.00154071;0.00151749
8.79;0.00149051;0.00146793;0.00152698;0.00150393
8.8;0.00147718;0.00145478;0.00151337;0.00149049
8.81;0.00146398;0.00144174;0.00149988;0.00147717
8.82;0.00145089;0.00142881;0.0014865;0.00146396
8.83;0.00143792;0.001416;0.00147325;0.00145087
8.84;0.00142506;0.0014033;0.00146011;0.0014379
8.85;0.00141231;0.00139072;0.00144709;0.00142504
8.86;0.00139968;0.00137825;0.00143418;0.00141229
8.87;0.00138716;0.00136588;0.00142139;0.00139966
8.88;0.00137474;0.00135363;0.0014087;0.00138714
8.89;0.00136244;0.00134148;0.00139613;0.00137473
8.9;0.00135025;0.00132945;0.00138368;0.00136242
8.91;0.00133817;0.00131752;0.00137133;0.00135023
8.92;0.00132619;0.00130569;0.00135909;0.00133815
8.93;0.00131432;0.00129397;0.00134695;0.00132617
8.94;0.00130255;0.00128236;0.00133493;0.0013143
8.95;0.00129088;0.00127084;0.00132301;0.00130253
8.96;0.00127932;0.00125943;0.00131119;0.00129087
8.97;0.00126787;0.00124812;0.00129948;0.00127931
8.98;0.00125651;0.00123691;0.00128788;0.00126785
8.99;0.00124525;0.0012258;0.00127637;0.00125649
9;0.0012341;0.00121479;0.00126497;0.00124524
9.01;0.00122304;0.00120388;0.00125366;0.00123408
9.02;0.00121208;0.00119306;0.00124246;0.00122302
9.03;0.00120122;0.00118234;0.00123136;0.00121206
9.04;0.00119045;0.00117171;0.00122035;0.0012012
9.05;0.00117978;0.00116118;0.00120944;0.00119043
9.06;0.0011692;0.00115074;0.00119863;0.00117976
9.07;0.00115872;0.0011404;0.00118791;0.00116919
9.08;0.00114833;0.00113015;0.00117729;0.0011587
9.09;0.00113803;0.00111998;0.00116676;0.00114831
9.1;0.00112782;0.00110991;0.00115633;0.00113802
9.11;0.00111771;0.00109993;0.00114598;0.00112781
9.12;0.00110768;0.00109003;0.00113573;0.00111769
9.13;0.00109774;0.00108023;0.00112557;0.00110767
9.14;0.00108789;0.00107051;0.0011155;0.00109773
9.15;0.00107813;0.00106088;0.00110552;0.00108788
9.16;0.00106846;0.00105133;0.00109562;0.00107812
9.17;0.00105886;0.00104187;0.00108582;0.00106844
9.18;0.00104936;0.00103249;0.0010761;0.00105885
9.19;0.00103994;0.0010232;0.00106646;0.00104934
9.2;0.0010306;0.00101399;0.00105692;0.00103992
9.21;0.00102135;0.00100486;0.00104745;0.00103059
9.22;0.00101218;0.000995809;0.00103807;0.00102133
9.23;0.00100308;0.000986841;0.00102877;0.00101216
9.24;0.000994075;0.000977953;0.00101956;0.00100307
9.25;0.000985144;0.000969145;0.00101043;0.00099406
9.26;0.000976294;0.000960414;0.00100137;0.00098513
9.27;0.000967521;0.000951762;0.0009924;0.000976279
9.28;0.000958827;0.000943186;0.000983507;0.000967507
9.29;0.00095021;0.000934687;0.000974693;0.000958813
9.3;0.00094167;0.000926264;0.000965957;0.000950196
9.31;0.000933205;0.000917915;0.000957298;0.000941655
9.32;0.000924816;0.000909641;0.000948716;0.000933191
9.33;0.000916501;0.000901441;0.00094021;0.000924802
9.34;0.00090826;0.000893314;0.000931779;0.000916487
9.35;0.000900092;0.000885259;0.000923424;0.000908246
9.36;0.000891997;0.000877276;0.000915142;0.000900078
9.37;0.000883974;0.000869364;0.000906933;0.000891983
9.38;0.000876022;0.000861523;0.000898798;0.00088396
9.39;0.000868141;0.000853752;0.000890734;0.000876009
9.4;0.00086033;0.00084605;0.000882743;0.000868128
9.41;0.000852589;0.000838417;0.000874822;0.000860317
9.42;0.000844916;0.000830852;0.000866971;0.000852576
9.43;0.000837312;0.000823354;0.00085919;0.000844903
9.44;0.000829775;0.000815923;0.000851478;0.000837299
9.45;0.000822306;0.000808559;0.000843834;0.000829762
9.46;0.000814903;0.00080126;0.000836259;0.000822293
9.47;0.000807566;0.000794026;0.00082875;0.00081489
9.48;0.000800294;0.000786858;0.000821308;0.000807553
9.49;0.000793087;0.000779753;0.000813933;0.000800281
9.5;0.000785944;0.000772711;0.000806623;0.000793074
9.51;0.000778865;0.000765732;0.000799377;0.000785932
9.52;0.000771849;0.000758816;0.000792196;0.000778853
9.53;0.000764895;0.000751962;0.000785079;0.000771836
9.54;0.000758004;0.000745169;0.000778025;0.000764883
9.55;0.000751173;0.000738436;0.000771034;0.000757991
9.56;0.000744404;0.000731764;0.000764105;0.000751161
9.57;0.000737695;0.000725151;0.000757238;0.000744392
9.58;0.000731046;0.000718597;0.000750431;0.000737683
9.59;0.000724456;0.000712102;0.000743686;0.000731034
9.6;0.000717925;0.000705665;0.000737;0.000724444
9.61;0.000711452;0.000699286;0.000730373;0.000717913
9.62;0.000705036;0.000692964;0.000723806;0.00071144
9.63;0.000698679;0.000686698;0.000717297;0.000705025
9.64;0.000692377;0.000680488;0.000710845;0.000698667
9.65;0.000686132;0.000674334;0.000704452;0.000692366
9.66;0.000679943;0.000668235;0.000698115;0.000686121
9.67;0.000673809;0.000662191;0.000691834;0.000679932
9.68;0.00066773;0.0006562;0.00068561;0.000673798
9.69;0.000661705;0.000650263;0.00067944;0.000667718
9.7;0.000655733;0.00064438;0.000673326;0.000661694
9.71;0.000649815;0.000638549;0.000667266;0.000655722
9.72;0.00064395;0.00063277;0.00066126;0.000649804
9.73;0.000638138;0.000627043;0.000655308;0.000643939
9.74;0.000632377;0.000621367;0.000649409;0.000638127
9.75;0.000626668;0.000615742;0.000643562;0.000632366
9.76;0.000621009;0.000610168;0.000637767;0.000626657
9.77;0.000615402;0.000604643;0.000632024;0.000620999
9.78;0.000609844;0.000599168;0.000626332;0.000615391
9.79;0.000604336;0.000593742;0.000620691;0.000609833
9.8;0.000598877;0.000588365;0.0006151;0.000604326
9.81;0.000593467;0.000583036;0.000609559;0.000598867
9.82;0.000588106;0.000577755;0.000604067;0.000593457
9.83;0.000582792;0.000572521;0.000598625;0.000588096
9.84;0.000577526;0.000567334;0.00059323;0.000582782
9.85;0.000572307;0.000562193;0.000587884;0.000577516
9.86;0.000567135;0.000557098;0.000582586;0.000572297
9.87;0.000562009;0.00055205;0.000577335;0.000567125
9.88;0.000556928;0.000547046;0.000572131;0.000561999
9.89;0.000551894;0.000542088;0.000566973;0.000556919
9.9;0.000546904;0.000537174;0.000561861;0.000551884
9.91;0.000541959;0.000532304;0.000556795;0.000546894
9.92;0.000537058;0.000527477;0.000551774;0.000541949
9.93;0.000532201;0.000522694;0.000546798;0.000537049
9.94;0.000527388;0.000517954;0.000541866;0.000532192
9.95;0.000522618;0.000513257;0.000536978;0.000527378
9.96;0.00051789;0.000508602;0.000532134;0.000522608
9.97;0.000513205;0.000503988;0.000527333;0.000517881
9.98;0.000508561;0.000499416;0.000522575;0.000513195
9.99;0.00050396;0.000494885;0.00051786;0.000508552
10;0.000499399;0.000490395;0.000513187;0.000503951
10.01;0.00049488;0.000485945;0.000508555;0.00049939
10.02;0.0004904;0.000481535;0.000503965;0.000494871
10.03;0.000485961;0.000477164;0.000499416;0.000490392
10.04;0.000481562;0.000472833;0.000494907;0.000485953
10.05;0.000477203;0.000468541;0.000490439;0.000481553
10.06;0.000472882;0.000464288;0.000486011;0.000477194
10.07;0.0004686;0.000460072;0.000481622;0.000472873
10.08;0.000464356;0.000455895;0.000477273;0.000468591
10.09;0.000460151;0.000451755;0.000472962;0.000464348
10.1;0.000455983;0.000447653;0.00046869;0.000460142
10.11;0.000451853;0.000443587;0.000464456;0.000455975
10.12;0.000447759;0.000439558;0.000460261;0.000451844
10.13;0.000443703;0.000435565;0.000456102;0.000447751
10.14;0.000439682;0.000431608;0.000451981;0.000443694
10.15;0.000435698;0.000427686;0.000447897;0.000439674
10.16;0.00043175;0.0004238;0.000443849;0.00043569
10.17;0.000427837;0.000419949;0.000439838;0.000431742
10.18;0.000423959;0.000416133;0.000435862;0.000427829
10.19;0.000420116;0.000412351;0.000431922;0.000423951
10.2;0.000416308;0.000408602;0.000428017;0.000420108
10.21;0.000412533;0.000404888;0.000424147;0.0004163
10.22;0.000408793;0.000401207;0.000420312;0.000412525
10.23;0.000405086;0.00039756;0.000416512;0.000408785
10.24;0.000401412;0.000393945;0.000412745;0.000405078
10.25;0.000397772;0.000390362;0.000409012;0.000401405
10.26;0.000394164;0.000386812;0.000405312;0.000397764
10.27;0.000390589;0.000383294;0.000401646;0.000394156
10.28;0.000387045;0.000379808;0.000398012;0.000390581
10.29;0.000383534;0.000376353;0.000394411;0.000387038
10.3;0.000380054;0.000372929;0.000390843;0.000383526
10.31;0.000376605;0.000369536;0.000387306;0.000380047
10.32;0.000373188;0.000366174;0.000383801;0.000376598
10.33;0.000369801;0.000362842;0.000380327;0.00037318
10.34;0.000366444;0.00035954;0.000376885;0.000369794
10.35;0.000363118;0.000356267;0.000373473;0.000366437
10.36;0.000359822;0.000353025;0.000370092;0.000363111
10.37;0.000356555;0.000349811;0.000366742;0.000359815
10.38;0.000353318;0.000346627;0.000363421;0.000356548
10.39;0.00035011;0.000343471;0.00036013;0.000353311
10.4;0.00034693;0.000340344;0.000356869;0.000350103
10.41;0.00034378;0.000337244;0.000353637;0.000346923
10.42;0.000340657;0.000334173;0.000350434;0.000343773
10.43;0.000337563;0.00033113;0.000347259;0.00034065
10.44;0.000334497;0.000328114;0.000344114;0.000337556
10.45;0.000331458;0.000325125;0.000340996;0.00033449
10.46;0.000328446;0.000322163;0.000337906;0.000331451
10.47;0.000325462;0.000319228;0.000334845;0.00032844
10.48;0.000322504;0.00031632;0.00033181;0.000325455
10.49;0.000319574;0.000313437;0.000328803;0.000322498
10.5;0.000316669;0.000310581;0.000325823;0.000319567
10.51;0.000313791;0.000307751;0.00032287;0.000316663
10.52;0.000310939;0.000304946;0.000319943;0.000313784
10.53;0.000308112;0.000302166;0.000317042;0.000310932
10.54;0.000305311;0.000299412;0.000314168;0.000308106
10.55;0.000302535;0.000296682;0.000311319;0.000305304
10.56;0.000299784;0.000293977;0.000308496;0.000302528
10.57;0.000297058;0.000291297;0.000305699;0.000299778
